"Date","APP ID","Game Name","Device","Total Registered Members","Total Verified Members","Newly Registered Members","Newly Verified Members","Newly Unregistered Members","Download","DAU","ARPDAU","Charged UU","Gold Spent","ARPU","ARPPU","Complimentary Gold Spent"
"2023-05-02","50784","Eros Fantasy","PC","131223","60672","94","34","0","0","1368","1.97","2","2700","0.02","1350","0"
"2023-05-02","50784","Eros Fantasy","TOTAL","323622","131256","259","88","0","62","3590","16.95","21","60840","0.19","2897.14","0"
"2023-05-03","50784","Eros Fantasy","ANDROID_APP","184247","70098","149","59","0","41","2289","21.86","14","50039","0.27","3574.21","0"
"2023-05-03","50784","Eros Fantasy","PC","131307","60708","85","36","1","0","1396","10.46","7","14600","0.11","2085.71","0"
"2023-05-03","50784","Eros Fantasy","TOTAL","323854","131350","233","94","1","41","3535","18.29","21","64639","0.2","3078.05","0"
"2023-05-04","50784","Eros Fantasy","ANDROID_APP","184389","70145","142","47","0","51","2312","21.42","16","49533","0.27","3095.81","0"
"2023-05-04","50784","Eros Fantasy","PC","131428","60754","121","46","0","0","1387","7.32","6","10150","0.08","1691.67","0"
"2023-05-04","50784","Eros Fantasy","TOTAL","324116","131443","262","93","0","51","3570","16.72","22","59683","0.18","2712.86","0"
"2023-05-05","50784","Eros Fantasy","ANDROID_APP","184533","70190","144","45","0","55","2301","20.83","21","47936","0.26","2282.67","0"
"2023-05-05","50784","Eros Fantasy","PC","131521","60787","94","33","1","0","1359","16.48","7","22394","0.17","3199.14","0"
"2023-05-05","50784","Eros Fantasy","TOTAL","324351","131520","236","77","1","55","3532","19.91","28","70330","0.22","2511.79","0"
"2023-05-06","50784","Eros Fantasy","ANDROID_APP","184793","70297","260","107","0","112","2405","38.64","21","92929","0.5","4425.19","0"
"2023-05-06","50784","Eros Fantasy","PC","131790","60907","271","120","2","0","1545","25.76","11","39795","0.3","3617.73","0"
"2023-05-06","50784","Eros Fantasy","TOTAL","324877","131745","528","225","2","112","3823","34.72","32","132724","0.41","4147.63","0"
"2023-05-07","50784","Eros Fantasy","ANDROID_APP","185021","70392","228","95","0","72","2422","19.36","13","46885","0.25","3606.54","0"
"2023-05-07","50784","Eros Fantasy","PC","131952","60977","162","70","0","0","1475","17.96","6","26492","0.2","4415.33","0"
"2023-05-07","50784","Eros Fantasy","TOTAL","325264","131908","387","163","0","72","3774","19.44","19","73377","0.23","3861.95","0"
"2023-05-08","50784","Eros Fantasy","ANDROID_APP","185206","70459","185","67","0","70","2393","13.66","11","32698","0.18","2972.55","0"
"2023-05-08","50784","Eros Fantasy","PC","132079","61025","127","48","0","0","1461","4.04","3","5898","0.04","1966","0"
"2023-05-08","50784","Eros Fantasy","TOTAL","325575","132023","311","115","0","70","3722","10.37","14","38596","0.12","2756.86","0"
"2023-05-09","50784","Eros Fantasy","ANDROID_APP","185374","70520","168","61","0","63","2375","16.92","19","40189","0.22","2115.21","0"
"2023-05-09","50784","Eros Fantasy","PC","132176","61057","98","32","1","0","1390","23.73","7","32990","0.25","4712.86","0"
"2023-05-09","50784","Eros Fantasy","TOTAL","325839","132115","265","92","1","63","3635","20.13","26","73179","0.22","2814.58","0"
"2023-05-10","50784","Eros Fantasy","ANDROID_APP","185549","70579","175","59","0","62","2299","36.6","19","84147","0.45","4428.79","0"
"2023-05-10","50784","Eros Fantasy","PC","132329","61123","153","66","0","0","1483","23.36","10","34650","0.26","3465","0"
"2023-05-10","50784","Eros Fantasy","TOTAL","326163","132238","324","123","0","62","3663","32.43","29","118797","0.36","4096.45","0"
"2023-05-11","50784","Eros Fantasy","ANDROID_APP","185744","70645","195","66","0","75","2239","4.51","5","10094","0.05","2018.8","0"
"2023-05-11","50784","Eros Fantasy","PC","132454","61180","125","57","0","0","1380","22.89","7","31586","0.24","4512.29","0"
"2023-05-11","50784","Eros Fantasy","TOTAL","326482","132360","319","122","0","75","3547","11.75","12","41680","0.13","3473.33","0"
"2023-05-12","50784","Eros Fantasy","ANDROID_APP","185914","70711","170","66","0","56","2159","41.63","16","89886","0.48","5617.88","0"
"2023-05-12","50784","Eros Fantasy","PC","132594","61240","140","60","0","0","1362","27.9","6","37993","0.29","6332.17","0"
"2023-05-12","50784","Eros Fantasy","TOTAL","326790","132486","308","126","0","56","3455","37.01","22","127879","0.39","5812.68","0"
"2023-05-13","50784","Eros Fantasy","ANDROID_APP","186090","70775","176","64","0","73","2092","27.01","15","56515","0.3","3767.67","0"
"2023-05-13","50784","Eros Fantasy","PC","132728","61289","134","49","0","0","1324","21.13","11","27981","0.21","2543.73","0"
"2023-05-13","50784","Eros Fantasy","TOTAL","327099","132599","309","113","0","73","3367","25.1","26","84496","0.26","3249.85","0"
"2023-05-14","50784","Eros Fantasy","ANDROID_APP","186303","70853","213","78","0","60","2155","21.2","15","45685","0.25","3045.67","0"
"2023-05-14","50784","Eros Fantasy","PC","132868","61338","140","49","0","0","1344","20.46","8","27492","0.21","3436.5","0"
"2023-05-14","50784","Eros Fantasy","TOTAL","327449","132724","350","125","0","60","3448","21.22","23","73177","0.22","3181.61","0"
"2023-05-15","50784","Eros Fantasy","ANDROID_APP","186432","70900","130","47","1","52","2092","10.8","5","22586","0.12","4517.2","0"
"2023-05-15","50784","Eros Fantasy","PC","132931","61363","63","25","0","0","1279","16.29","7","20837","0.16","2976.71","0"
"2023-05-15","50784","Eros Fantasy","TOTAL","327640","132796","192","72","1","52","3311","13.11","12","43423","0.13","3618.58","0"
"2023-05-16","50784","Eros Fantasy","ANDROID_APP","186568","70949","136","49","0","55","2084","8.08","11","16836","0.09","1530.55","0"
"2023-05-16","50784","Eros Fantasy","PC","133032","61402","101","39","0","0","1322","12.47","4","16479","0.12","4119.75","0"
"2023-05-16","50784","Eros Fantasy","TOTAL","327876","132883","236","87","0","55","3345","9.96","15","33315","0.1","2221","0"
"2023-05-17","50784","Eros Fantasy","ANDROID_APP","186689","70999","121","50","0","56","2047","10.84","8","22186","0.12","2773.25","0"
"2023-05-17","50784","Eros Fantasy","PC","133107","61432","75","30","0","0","1295","13.11","7","16983","0.13","2426.14","0"
"2023-05-17","50784","Eros Fantasy","TOTAL","328071","132962","195","79","0","56","3284","11.93","15","39169","0.12","2611.27","0"
"2023-05-18","50784","Eros Fantasy","ANDROID_APP","186819","71054","130","55","0","88","2081","19.21","11","39986","0.21","3635.09","0"
"2023-05-18","50784","Eros Fantasy","PC","133194","61473","87","41","0","0","1310","10.3","4","13498","0.1","3374.5","0"
"2023-05-18","50784","Eros Fantasy","TOTAL","328285","133055","214","93","0","88","3338","16.02","15","53484","0.16","3565.6","0"
"2023-05-19","50784","Eros Fantasy","ANDROID_APP","186995","71113","176","59","0","96","2109","24.37","16","51388","0.28","3211.75","0"
"2023-05-19","50784","Eros Fantasy","PC","133305","61519","111","46","0","0","1299","26.2","9","34039","0.26","3782.11","0"
"2023-05-19","50784","Eros Fantasy","TOTAL","328571","133160","286","105","0","96","3342","25.56","25","85427","0.26","3417.08","0"
"2023-05-20","50784","Eros Fantasy","ANDROID_APP","187196","71181","201","68","0","65","2105","11.71","7","24643","0.13","3520.43","0"
"2023-05-20","50784","Eros Fantasy","PC","133405","61549","101","30","1","0","1307","4.86","5","6349","0.05","1269.8","0"
"2023-05-20","50784","Eros Fantasy","TOTAL","328871","133258","301","98","1","65","3360","9.22","12","30992","0.09","2582.67","0"
"2023-05-21","50784","Eros Fantasy","ANDROID_APP","187515","71264","319","83","0","58","2301","12.49","15","28741","0.15","1916.07","0"
"2023-05-21","50784","Eros Fantasy","PC","133472","61573","67","24","0","0","1264","4.11","2","5199","0.04","2599.5","0"
"2023-05-21","50784","Eros Fantasy","TOTAL","329255","133365","384","107","0","58","3501","9.69","17","33940","0.1","1996.47","0"
"2023-05-22","50784","Eros Fantasy","ANDROID_APP","187771","71351","256","87","0","56","2302","10.84","12","24944","0.13","2078.67","0"
"2023-05-22","50784","Eros Fantasy","PC","133541","61608","69","35","0","0","1290","30.58","4","39445","0.3","9861.25","0"
"2023-05-22","50784","Eros Fantasy","TOTAL","329579","133486","324","121","0","56","3530","18.24","16","64389","0.2","4024.31","0"
"2023-05-23","50784","Eros Fantasy","ANDROID_APP","187978","71428","207","77","0","60","2263","19.22","10","43492","0.23","4349.2","0"
"2023-05-23","50784","Eros Fantasy","PC","133658","61661","117","53","0","0","1356","2.1","3","2849","0.02","949.67","0"
"2023-05-23","50784","Eros Fantasy","TOTAL","329900","133614","321","128","0","60","3560","13.02","13","46341","0.14","3564.69","0"
"2023-05-24","50784","Eros Fantasy","ANDROID_APP","188209","71509","232","81","1","67","2250","11.13","8","25047","0.13","3130.88","0"
"2023-05-24","50784","Eros Fantasy","PC","133757","61699","100","38","1","0","1311","4.19","5","5498","0.04","1099.6","0"
"2023-05-24","50784","Eros Fantasy","TOTAL","330230","133732","331","118","1","67","3502","8.72","13","30545","0.09","2349.62","0"
"2023-05-25","50784","Eros Fantasy","ANDROID_APP","188377","71559","168","50","0","46","2184","13.96","8","30497","0.16","3812.13","0"
"2023-05-25","50784","Eros Fantasy","PC","133840","61732","83","33","0","0","1295","4.36","5","5650","0.04","1130","0"
"2023-05-25","50784","Eros Fantasy","TOTAL","330481","133815","251","83","0","46","3418","10.58","13","36147","0.11","2780.54","0"
"2023-05-26","50784","Eros Fantasy","ANDROID_APP","188552","71616","175","57","0","97","2229","75.93","51","169250","0.9","3318.63","0"
"2023-05-26","50784","Eros Fantasy","PC","133920","61762","80","30","0","0","1333","79.26","24","105649","0.79","4402.04","0"
"2023-05-26","50784","Eros Fantasy","TOTAL","330735","133901","254","86","0","97","3470","79.22","74","274899","0.83","3714.85","0"
"2023-05-27","50784","Eros Fantasy","ANDROID_APP","189158","71803","607","187","1","281","2673","56.7","41","151546","0.8","3696.24","0"
"2023-05-27","50784","Eros Fantasy","PC","134298","61918","379","156","1","0","1673","55.53","21","92896","0.69","4423.62","0"
"2023-05-27","50784","Eros Fantasy","TOTAL","331713","134240","980","339","2","281","4240","57.65","61","244442","0.74","4007.25","0"
"2023-05-28","50784","Eros Fantasy","ANDROID_APP","189569","71932","413","129","2","128","2659","19.46","22","51747","0.27","2352.14","0"
"2023-05-28","50784","Eros Fantasy","PC","134510","62005","212","87","0","0","1519","40.55","16","61599","0.46","3849.94","0"
"2023-05-28","50784","Eros Fantasy","TOTAL","332334","134454","623","214","2","128","4068","27.86","38","113346","0.34","2982.79","0"
"2023-05-29","50784","Eros Fantasy","ANDROID_APP","189888","72045","319","113","0","84","2530","30.26","21","76548","0.4","3645.14","0"
"2023-05-29","50784","Eros Fantasy","PC","134678","62076","168","71","0","0","1481","51.42","15","76146","0.57","5076.4","0"
"2023-05-29","50784","Eros Fantasy","TOTAL","332818","134636","484","182","0","84","3905","39.1","36","152694","0.46","4241.5","0"
"2023-05-30","50784","Eros Fantasy","ANDROID_APP","190242","72163","354","118","0","137","2582","20.06","21","51798","0.27","2466.57","0"
"2023-05-30","50784","Eros Fantasy","PC","134879","62169","201","93","0","0","1554","14.67","10","22800","0.17","2280","0"
"2023-05-30","50784","Eros Fantasy","TOTAL","333366","134842","548","206","0","137","4020","18.56","31","74598","0.22","2406.39","0"
"2023-05-31","50784","Eros Fantasy","ANDROID_APP","190493","72254","251","91","0","134","2512","8.94","17","22448","0.12","1320.47","0"
"2023-05-31","50784","Eros Fantasy","PC","135016","62230","137","61","0","0","1567","8.93","6","13999","0.1","2333.17","0"
"2023-05-31","50784","Eros Fantasy","TOTAL","333752","134993","386","151","0","134","3961","9.2","23","36447","0.11","1584.65","0"
"2023-06-01","50784","Eros Fantasy","ANDROID_APP","190814","72335","321","81","0","81","2620","9.26","15","24250","0.13","1616.67","0"
"2023-06-01","50784","Eros Fantasy","PC","135105","62269","91","39","2","0","1518","13.97","6","21200","0.16","3533.33","0"
"2023-06-01","50784","Eros Fantasy","TOTAL","334162","135113","412","120","2","81","4017","11.31","21","45450","0.14","2164.29","0"
"2023-06-02","50784","Eros Fantasy","ANDROID_APP","191147","72436","333","101","0","97","2650","22.75","24","60294","0.32","2512.25","0"
"2023-06-02","50784","Eros Fantasy","PC","135254","62344","149","75","0","0","1546","28.75","8","44444","0.33","5555.5","0"
"2023-06-02","50784","Eros Fantasy","TOTAL","334642","135287","480","174","0","97","4084","25.65","32","104738","0.31","3273.06","0"
"2023-06-03","50784","Eros Fantasy","ANDROID_APP","191529","72548","382","112","0","127","2625","14.79","26","38830","0.2","1493.46","0"
"2023-06-03","50784","Eros Fantasy","PC","135470","62449","217","105","1","0","1593","17.06","14","27184","0.2","1941.71","0"
"2023-06-03","50784","Eros Fantasy","TOTAL","335235","135501","594","214","1","127","4127","16","40","66014","0.2","1650.35","0"
"2023-06-04","50784","Eros Fantasy","ANDROID_APP","191930","72682","401","134","0","125","2713","19.67","24","53376","0.28","2224","0"
"2023-06-04","50784","Eros Fantasy","PC","135684","62548","214","99","0","0","1608","42.65","15","68577","0.51","4571.8","0"
"2023-06-04","50784","Eros Fantasy","TOTAL","335841","135727","606","226","0","125","4218","28.91","39","121953","0.36","3127","0"
"2023-06-05","50784","Eros Fantasy","ANDROID_APP","192291","72790","361","108","0","108","2726","10.89","16","29691","0.15","1855.69","0"
"2023-06-05","50784","Eros Fantasy","PC","135886","62640","204","92","2","0","1603","12.37","10","19837","0.15","1983.7","0"
"2023-06-05","50784","Eros Fantasy","TOTAL","336400","135924","561","197","2","108","4229","11.71","26","49528","0.15","1904.92","0"
"2023-06-06","50784","Eros Fantasy","ANDROID_APP","192554","72880","264","90","1","57","2608","11.82","16","30835","0.16","1927.19","0"
"2023-06-06","50784","Eros Fantasy","PC","136028","62704","142","64","0","0","1534","23","12","35284","0.26","2940.33","0"
"2023-06-06","50784","Eros Fantasy","TOTAL","336800","136075","401","151","1","57","4054","16.31","28","66119","0.2","2361.39","0"
"2023-06-07","50784","Eros Fantasy","ANDROID_APP","192906","73003","352","123","0","145","2697","17.25","19","46522","0.24","2448.53","0"
"2023-06-07","50784","Eros Fantasy","PC","136322","62843","294","139","0","0","1761","22.5","11","39627","0.29","3602.45","0"
"2023-06-07","50784","Eros Fantasy","TOTAL","337441","136333","641","258","0","145","4349","19.81","30","86149","0.26","2871.63","0"
"2023-06-08","50784","Eros Fantasy","ANDROID_APP","193216","73112","310","109","0","83","2723","18.29","24","49795","0.26","2074.79","0"
"2023-06-08","50784","Eros Fantasy","PC","136437","62893","115","50","0","0","1545","14.91","7","23043","0.17","3291.86","0"
"2023-06-08","50784","Eros Fantasy","TOTAL","337864","136491","423","158","0","83","4169","17.47","31","72838","0.22","2349.61","0"
"2023-06-09","50784","Eros Fantasy","ANDROID_APP","193704","73266","488","154","0","175","2819","36.96","42","104191","0.54","2480.74","0"
"2023-06-09","50784","Eros Fantasy","PC","136641","62983","204","90","0","0","1636","47.16","22","77148","0.57","3506.73","0"
"2023-06-09","50784","Eros Fantasy","TOTAL","338554","136733","690","242","0","175","4362","41.57","64","181339","0.54","2833.42","0"
"2023-06-10","50784","Eros Fantasy","ANDROID_APP","194135","73405","431","139","0","84","2828","9.65","21","27295","0.14","1299.76","0"
"2023-06-10","50784","Eros Fantasy","PC","136793","63045","152","62","0","0","1579","3.8","5","5999","0.04","1199.8","0"
"2023-06-10","50784","Eros Fantasy","TOTAL","339136","136934","582","201","0","84","4322","7.7","26","33294","0.1","1280.54","0"
"2023-06-11","50784","Eros Fantasy","ANDROID_APP","194509","73522","374","117","0","79","2830","11.62","18","32891","0.17","1827.28","0"
"2023-06-11","50784","Eros Fantasy","PC","136986","63128","193","83","0","0","1668","39.18","11","65347","0.48","5940.64","0"
"2023-06-11","50784","Eros Fantasy","TOTAL","339696","137129","560","195","0","79","4407","22.29","29","98238","0.29","3387.52","0"
"2023-06-12","50784","Eros Fantasy","ANDROID_APP","194850","73625","342","103","1","101","2821","6.95","10","19593","0.1","1959.3","0"
"2023-06-12","50784","Eros Fantasy","PC","137190","63238","204","110","0","0","1717","7.69","7","13199","0.1","1885.57","0"
"2023-06-12","50784","Eros Fantasy","TOTAL","340237","137339","542","210","1","101","4425","7.41","17","32792","0.1","1928.94","0"
"2023-06-13","50784","Eros Fantasy","ANDROID_APP","195169","73734","319","109","0","75","2798","15.19","13","42491","0.22","3268.54","0"
"2023-06-13","50784","Eros Fantasy","PC","137329","63299","139","61","0","0","1598","22.59","9","36097","0.26","4010.78","0"
"2023-06-13","50784","Eros Fantasy","TOTAL","340694","137508","457","169","0","75","4293","18.31","22","78588","0.23","3572.18","0"
"2023-06-14","50784","Eros Fantasy","ANDROID_APP","195461","73831","292","97","0","107","2820","8.56","11","24142","0.12","2194.73","0"
